node	expansions	synonyms	usage_notes
si254	par excellence (Nominative > par excellence)		type=node; parent: Nominative; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si255	participle (Nominative > participle)		type=node; parent: Nominative; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si256	plural (Nominative > plural)		type=node; parent: Nominative; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si257	(after) prepositions (Nominative > (after) prepositions)		type=node; parent: Nominative; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si258	reference (Nominative > reference)		type=node; parent: Nominative; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si259	unaffected (Nominative > unaffected)		type=node; parent: Nominative; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si26	possessive (Adjectives > possessive)		type=node; parent: Adjectives; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si261	epistolary plural (Number > epistolary plural)		type=node; parent: Number; source=subject_index; axis weights: morphology:1.00, discourse:0.70
si262	literary plural (Number > literary plural)		type=node; parent: Number; source=subject_index; axis weights: morphology:1.00
si263	neuter plural see neuter gender: plural (Number > neuter plural see neuter gender: plural)		type=node; parent: Number; source=subject_index; axis weights: morphology:1.00
si264	ordinal (Number > ordinal)		type=node; parent: Number; source=subject_index; axis weights: morphology:1.00
si265	second person imperative (Number > second person imperative)		type=node; parent: Number; source=subject_index; axis weights: morphology:1.00
si266	plural nominatives (Number > plural nominatives)		type=node; parent: Number; source=subject_index; axis weights: morphology:1.00
si267	plural verbs (Number > plural verbs)		type=node; parent: Number; source=subject_index; axis weights: morphology:1.00
si268	plural vocatives (Number > plural vocatives)		type=node; parent: Number; source=subject_index; axis weights: morphology:1.00
si269	(with) pronouns (Number > (with) pronouns)		type=node; parent: Number; source=subject_index; axis weights: morphology:1.00
si27	pronominal (Adjectives > pronominal)		type=node; parent: Adjectives; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si270	singular verbs (Number > singular verbs)		type=node; parent: Number; source=subject_index; axis weights: morphology:1.00
si272	perfect (Optative Mood > perfect)		type=node; parent: Optative Mood; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si273	time element (Optative Mood > time element)		type=node; parent: Optative Mood; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si274	appositional (Optative Mood > appositional)		type=node; parent: Optative Mood; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si275	causal (Optative Mood > causal)		type=node; parent: Optative Mood; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si276	declarative (Optative Mood > declarative)		type=node; parent: Optative Mood; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si277	epexegetical (Optative Mood > epexegetical)		type=node; parent: Optative Mood; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si278	recitative (Optative Mood > recitative)		type=node; parent: Optative Mood; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si28	relative (Adjectives > relative)		type=node; parent: Adjectives; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si280	accusative (Participle > accusative)		type=node; parent: Participle; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.60
si281	adverbial (Participle > adverbial)		type=node; parent: Participle; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.60
si282	anarthrous (Participle > anarthrous)		type=node; parent: Participle; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.60
si283	antecedent (Participle > antecedent)		type=node; parent: Participle; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.60
si284	aorist (Participle > aorist)		type=node; parent: Participle; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.60
si285	articular (Participle > articular)		type=node; parent: Participle; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.60
si286	contemporaneous (Participle > contemporaneous)		type=node; parent: Participle; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.60
si287	future (Participle > future)		type=node; parent: Participle; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.60
si288	genitive absolute (Participle > genitive absolute)		type=node; parent: Participle; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.60
si289	modal (Participle > modal)		type=node; parent: Participle; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.60
si29	verbal (Adjectives > verbal)		type=node; parent: Adjectives; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si290	nominative absolute (Participle > nominative absolute)		type=node; parent: Participle; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.60
si291	(with) nominatives (Participle > (with) nominatives)		type=node; parent: Participle; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.60
si292	perfect (Participle > perfect)		type=node; parent: Participle; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.60
si293	present (Participle > present)		type=node; parent: Participle; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.60
si294	redundant (Participle > redundant)		type=node; parent: Participle; source=subject_index; axis weights: morphology:1.00, syntax:0.80, discourse:0.70, clause:0.60
si295	subsequent (Participle > subsequent)		type=node; parent: Participle; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.60
si296	time element (Participle > time element)		type=node; parent: Participle; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.60
si297	verbal (Participle > verbal)		type=node; parent: Participle; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.60
si299	aorist (Passive Voice > aorist)		type=node; parent: Passive Voice; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si3	address (Accusative > address)		type=node; parent: Accusative; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si300	divine passive (Passive Voice > divine passive)		type=node; parent: Passive Voice; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si301	future (Passive Voice > future)		type=node; parent: Passive Voice; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si302	imperative (Passive Voice > imperative)		type=node; parent: Passive Voice; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si303	imperfect (Passive Voice > imperfect)		type=node; parent: Passive Voice; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si304	perfect (Passive Voice > perfect)		type=node; parent: Passive Voice; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si305	pluperfect (Passive Voice > pluperfect)		type=node; parent: Passive Voice; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si306	present (Passive Voice > present)		type=node; parent: Passive Voice; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si308	aspect (Perfect Tense > aspect)	verbal aspect; aktionsart (related)	type=node; parent: Perfect Tense; source=subject_index; axis weights: morphology:1.00
si309	collapsed (Perfect Tense > collapsed)		type=node; parent: Perfect Tense; source=subject_index; axis weights: morphology:1.00
si31	(with) active verbs (Aorist Tense > (with) active verbs)		type=node; parent: Aorist Tense; source=subject_index; axis weights: morphology:1.00
si310	historical see perfect tense: aoristic imperative (Perfect Tense > historical see perfect tense: aoristic imperative)		type=node; parent: Perfect Tense; source=subject_index; axis weights: morphology:1.00
si311	indicative (Perfect Tense > indicative)		type=node; parent: Perfect Tense; source=subject_index; axis weights: morphology:1.00
si312	intensive-extensive (Perfect Tense > intensive-extensive)		type=node; parent: Perfect Tense; source=subject_index; axis weights: morphology:1.00
si313	middle (Perfect Tense > middle)		type=node; parent: Perfect Tense; source=subject_index; axis weights: morphology:1.00
si314	optative (Perfect Tense > optative)		type=node; parent: Perfect Tense; source=subject_index; axis weights: morphology:1.00
si315	participle (Perfect Tense > participle)		type=node; parent: Perfect Tense; source=subject_index; axis weights: morphology:1.00
si316	passive (Perfect Tense > passive)		type=node; parent: Perfect Tense; source=subject_index; axis weights: morphology:1.00
si317	periphrastic (Perfect Tense > periphrastic)		type=node; parent: Perfect Tense; source=subject_index; axis weights: morphology:1.00
si318	resultative see perfect tense: intensive specialized (Perfect Tense > resultative see perfect tense: intensive specialized)		type=node; parent: Perfect Tense; source=subject_index; axis weights: morphology:1.00, clause:0.70
si319	time (Perfect Tense > time)		type=node; parent: Perfect Tense; source=subject_index; axis weights: morphology:1.00
si32	aspect (Aorist Tense > aspect)	verbal aspect; aktionsart (related)	type=node; parent: Aorist Tense; source=subject_index; axis weights: morphology:1.00
si320	unaffected (Perfect Tense > unaffected)		type=node; parent: Perfect Tense; source=subject_index; axis weights: morphology:1.00
si322	"editorial ""we"" see number: epistolary plural exclusive ""we"" (Person > editorial ""we"" see number: epistolary plural exclusive ""we"")"		type=node; parent: Person; source=subject_index; axis weights: morphology:1.00, discourse:0.70
si323	first for third (Person > first for third)		type=node; parent: Person; source=subject_index; axis weights: morphology:1.00
si324	first person plural (Person > first person plural)		type=node; parent: Person; source=subject_index; axis weights: morphology:1.00
si325	first person singular (Person > first person singular)		type=node; parent: Person; source=subject_index; axis weights: morphology:1.00
si326	indefinite second person see person: second for third second for third (Person > indefinite second person see person: second for third second for third)		type=node; parent: Person; source=subject_index; axis weights: morphology:1.00
si328	aspect (Pluperfect Tense > aspect)	verbal aspect; aktionsart (related)	type=node; parent: Pluperfect Tense; source=subject_index; axis weights: morphology:1.00
si329	(in) conditions (Pluperfect Tense > (in) conditions)		type=node; parent: Pluperfect Tense; source=subject_index; axis weights: morphology:1.00
si33	(in) conditions (Aorist Tense > (in) conditions)		type=node; parent: Aorist Tense; source=subject_index; axis weights: morphology:1.00
si330	consummative see pluperfect tense: extensive extensive (Pluperfect Tense > consummative see pluperfect tense: extensive extensive)		type=node; parent: Pluperfect Tense; source=subject_index; axis weights: morphology:1.00
si331	indicative (Pluperfect Tense > indicative)		type=node; parent: Pluperfect Tense; source=subject_index; axis weights: morphology:1.00
si332	middle (Pluperfect Tense > middle)		type=node; parent: Pluperfect Tense; source=subject_index; axis weights: morphology:1.00
si333	passive (Pluperfect Tense > passive)		type=node; parent: Pluperfect Tense; source=subject_index; axis weights: morphology:1.00
si334	periphrastic (Pluperfect Tense > periphrastic)		type=node; parent: Pluperfect Tense; source=subject_index; axis weights: morphology:1.00
si335	(with) simple past force (Pluperfect Tense > (with) simple past force)		type=node; parent: Pluperfect Tense; source=subject_index; axis weights: morphology:1.00
si336	time (Pluperfect Tense > time)		type=node; parent: Pluperfect Tense; source=subject_index; axis weights: morphology:1.00
si338	advantage (Prepositions > advantage)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si339	agency (Prepositions > agency)	means of action; agent expression	type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si34	futuristic see aorist tense: proleptic global see aorist tense: constative gnomic (Aorist Tense > futuristic see aorist tense: proleptic global see aorist tense: constative gnomic)		type=node; parent: Aorist Tense; source=subject_index; axis weights: morphology:1.00
si340	association/accompaniment (Prepositions > association/accompaniment)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si341	cause (Prepositions > cause)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si342	comparison (Prepositions > comparison)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si343	disadvantage (Prepositions > disadvantage)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si344	distributive (Prepositions > distributive)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si345	exchange/equivalence (Prepositions > exchange/equivalence)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si346	improper (Prepositions > improper)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si347	instrumental/means (Prepositions > instrumental/means)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si348	manner (Prepositions > manner)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si349	motion (Prepositions > motion)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si35	imperative (Aorist Tense > imperative)		type=node; parent: Aorist Tense; source=subject_index; axis weights: morphology:1.00
si350	nature (Prepositions > nature)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si351	object of (Prepositions > object of)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si352	opposition (Prepositions > opposition)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si353	overlapping usage (Prepositions > overlapping usage)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si354	partitive (Prepositions > partitive)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si355	purpose (Prepositions > purpose)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.70
si356	rank/priority (Prepositions > rank/priority)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si357	reference/respect (Prepositions > reference/respect)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si358	representation (Prepositions > representation)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si359	result (Prepositions > result)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.70
si36	inceptive see aorist tense: ingressive inchoative see aorist tense: ingressive (Aorist Tense > inceptive see aorist tense: ingressive inchoative see aorist tense: ingressive)		type=node; parent: Aorist Tense; source=subject_index; axis weights: morphology:1.00
si360	separation (Prepositions > separation)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si361	source (Prepositions > source)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si362	spatial (Prepositions > spatial)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si363	sphere (Prepositions > sphere)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si364	standard (Prepositions > standard)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si365	stative (Prepositions > stative)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si366	substitution (Prepositions > substitution)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si367	temporal (Prepositions > temporal)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.70
si368	thing possessed (Prepositions > thing possessed)		type=node; parent: Prepositions; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si37	infinitive (Aorist Tense > infinitive)		type=node; parent: Aorist Tense; source=subject_index; axis weights: morphology:1.00
si370	affected (Present Tense > affected)		type=node; parent: Present Tense; source=subject_index; axis weights: morphology:1.00
si371	aspect (Present Tense > aspect)	verbal aspect; aktionsart (related)	type=node; parent: Present Tense; source=subject_index; axis weights: morphology:1.00
si372	broad-band (Present Tense > broad-band)		type=node; parent: Present Tense; source=subject_index; axis weights: morphology:1.00
si373	distributive (Present Tense > distributive)		type=node; parent: Present Tense; source=subject_index; axis weights: morphology:1.00
si374	durative (Present Tense > durative)		type=node; parent: Present Tense; source=subject_index; axis weights: morphology:1.00
si375	general see present tense: customary (Present Tense > general see present tense: customary)		type=node; parent: Present Tense; source=subject_index; axis weights: morphology:1.00
si376	habitual see present tense: customary (Present Tense > habitual see present tense: customary)		type=node; parent: Present Tense; source=subject_index; axis weights: morphology:1.00
si377	imperative (Present Tense > imperative)		type=node; parent: Present Tense; source=subject_index; axis weights: morphology:1.00
si378	indicative (Present Tense > indicative)		type=node; parent: Present Tense; source=subject_index; axis weights: morphology:1.00
si379	infinitive (Present Tense > infinitive)		type=node; parent: Present Tense; source=subject_index; axis weights: morphology:1.00
si38	indicative (Aorist Tense > indicative)		type=node; parent: Aorist Tense; source=subject_index; axis weights: morphology:1.00
si380	ingressive-futuristic (Present Tense > ingressive-futuristic)		type=node; parent: Present Tense; source=subject_index; axis weights: morphology:1.00
si381	ingressive-progressive (Present Tense > ingressive-progressive)		type=node; parent: Present Tense; source=subject_index; axis weights: morphology:1.00
si382	middle (Present Tense > middle)		type=node; parent: Present Tense; source=subject_index; axis weights: morphology:1.00
si383	narrow-band (Present Tense > narrow-band)		type=node; parent: Present Tense; source=subject_index; axis weights: morphology:1.00
si384	passive (Present Tense > passive)		type=node; parent: Present Tense; source=subject_index; axis weights: morphology:1.00
si385	participle (Present Tense > participle)		type=node; parent: Present Tense; source=subject_index; axis weights: morphology:1.00
si386	performative (Present Tense > performative)		type=node; parent: Present Tense; source=subject_index; axis weights: morphology:1.00
si387	periphrastic (Present Tense > periphrastic)		type=node; parent: Present Tense; source=subject_index; axis weights: morphology:1.00
si388	(in) prohibitions (Present Tense > (in) prohibitions)		type=node; parent: Present Tense; source=subject_index; axis weights: morphology:1.00
si389	special uses (Present Tense > special uses)		type=node; parent: Present Tense; source=subject_index; axis weights: morphology:1.00
si39	middle (Aorist Tense > middle)		type=node; parent: Aorist Tense; source=subject_index; axis weights: morphology:1.00
si390	stative (Present Tense > stative)		type=node; parent: Present Tense; source=subject_index; axis weights: morphology:1.00
si391	tendential (Present Tense > tendential)		type=node; parent: Present Tense; source=subject_index; axis weights: morphology:1.00
si392	time (Present Tense > time)		type=node; parent: Present Tense; source=subject_index; axis weights: morphology:1.00
si393	unaffected (Present Tense > unaffected)		type=node; parent: Present Tense; source=subject_index; axis weights: morphology:1.00
si394	voluntative (Present Tense > voluntative)		type=node; parent: Present Tense; source=subject_index; axis weights: morphology:1.00
si396	conjunctive (Pronouns > conjunctive)		type=node; parent: Pronouns; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si397	correlative (Pronouns > correlative)		type=node; parent: Pronouns; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si398	identical (Pronouns > identical)		type=node; parent: Pronouns; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si399	proleptic (Pronouns > proleptic)		type=node; parent: Pronouns; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si4	exclamation (Accusative > exclamation)		type=node; parent: Accusative; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si40	once-for-all (Aorist Tense > once-for-all)		type=node; parent: Aorist Tense; source=subject_index; axis weights: morphology:1.00
si400	redundant (Pronouns > redundant)		type=node; parent: Pronouns; source=subject_index; axis weights: morphology:1.00, syntax:0.80, discourse:0.70
si401	resumptive (Pronouns > resumptive)		type=node; parent: Pronouns; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si403	aorist (Subjunctive Mood > aorist)		type=node; parent: Subjunctive Mood; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.60
si404	dependent (Subjunctive Mood > dependent)		type=node; parent: Subjunctive Mood; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.60
si405	equivalents (Subjunctive Mood > equivalents)		type=node; parent: Subjunctive Mood; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.60
si406	future (Subjunctive Mood > future)		type=node; parent: Subjunctive Mood; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.60
si407	futuristic (Subjunctive Mood > futuristic)		type=node; parent: Subjunctive Mood; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.60
si408	(after) ἵνα (Subjunctive Mood > (after) ἵνα)		type=node; parent: Subjunctive Mood; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.70
si409	independent (Subjunctive Mood > independent)		type=node; parent: Subjunctive Mood; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.60
si41	participle (Aorist Tense > participle)		type=node; parent: Aorist Tense; source=subject_index; axis weights: morphology:1.00
si410	time element (Subjunctive Mood > time element)		type=node; parent: Subjunctive Mood; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.60
si411	volitional (Subjunctive Mood > volitional)		type=node; parent: Subjunctive Mood; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.60
si413	accent (Vocative > accent)		type=node; parent: Vocative; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si414	anarthrous (Vocative > anarthrous)		type=node; parent: Vocative; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si415	direct address (Vocative > direct address)		type=node; parent: Vocative; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si416	mid-sentence (Vocative > mid-sentence)		type=node; parent: Vocative; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si417	nominative for (Vocative > nominative for)		type=node; parent: Vocative; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si418	plural (Vocative > plural)		type=node; parent: Vocative; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si419	unmarked (Vocative > unmarked)		type=node; parent: Vocative; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si42	passive (Aorist Tense > passive)		type=node; parent: Aorist Tense; source=subject_index; axis weights: morphology:1.00
si424	content (Subjunctive Mood > ἵνα + Subjunctive > content)		type=node; parent: ἵνα + Subjunctive; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.60
si425	purpose-result (Subjunctive Mood > ἵνα + Subjunctive > purpose-result)		type=node; parent: ἵνα + Subjunctive; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.70
si426	result (Subjunctive Mood > ἵνα + Subjunctive > result)		type=node; parent: ἵνα + Subjunctive; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.70
si427	substantival (Subjunctive Mood > ἵνα + Subjunctive > substantival)		type=node; parent: ἵνα + Subjunctive; source=subject_index; axis weights: morphology:1.00, syntax:0.80, clause:0.60
si43	(in) prohibitions (Aorist Tense > (in) prohibitions)		type=node; parent: Aorist Tense; source=subject_index; axis weights: morphology:1.00
si431	converse of rule (Article > Special Uses/Non-Uses of the Article > Anarthrous Pre-Verbal Predicate Nominatives (involving Colwell's Rule) > converse of rule)		type=node; parent: Anarthrous Pre-Verbal Predicate Nominatives (involving Colwell's Rule); source=subject_index; axis weights: morphology:1.00, syntax:0.80
si433	abuse of rule (Article > Special Uses/Non-Uses of the Article > Article with Multiple Substantives Connected by Kai (Sharp's Rule & related constructions) > abuse of rule)		type=node; parent: Article with Multiple Substantives Connected by Kai (Sharp's Rule & related constructions); source=subject_index; axis weights: morphology:1.00, syntax:0.80
si434	(with) impersonal substantives (Article > Special Uses/Non-Uses of the Article > Article with Multiple Substantives Connected by Kai (Sharp's Rule & related constructions) > (with) impersonal substantives)		type=node; parent: Article with Multiple Substantives Connected by Kai (Sharp's Rule & related constructions); source=subject_index; axis weights: morphology:1.00, syntax:0.80
si435	(with) plural substantives (Article > Special Uses/Non-Uses of the Article > Article with Multiple Substantives Connected by Kai (Sharp's Rule & related constructions) > (with) plural substantives)		type=node; parent: Article with Multiple Substantives Connected by Kai (Sharp's Rule & related constructions); source=subject_index; axis weights: morphology:1.00, syntax:0.80
si436	(with) proper names (Article > Special Uses/Non-Uses of the Article > Article with Multiple Substantives Connected by Kai (Sharp's Rule & related constructions) > (with) proper names)		type=node; parent: Article with Multiple Substantives Connected by Kai (Sharp's Rule & related constructions); source=subject_index; axis weights: morphology:1.00, syntax:0.80
si437	statement of rule (Article > Special Uses/Non-Uses of the Article > Article with Multiple Substantives Connected by Kai (Sharp's Rule & related constructions) > statement of rule)		type=node; parent: Article with Multiple Substantives Connected by Kai (Sharp's Rule & related constructions); source=subject_index; axis weights: morphology:1.00, syntax:0.80
si438	validity of rule (Article > Special Uses/Non-Uses of the Article > Article with Multiple Substantives Connected by Kai (Sharp's Rule & related constructions) > validity of rule)		type=node; parent: Article with Multiple Substantives Connected by Kai (Sharp's Rule & related constructions); source=subject_index; axis weights: morphology:1.00, syntax:0.80
si44	punctiliar see aorist tense: constative retained in indirect discourse (Aorist Tense > punctiliar see aorist tense: constative retained in indirect discourse)		type=node; parent: Aorist Tense; source=subject_index; axis weights: morphology:1.00, discourse:0.70
si45	(with) stative verbs (Aorist Tense > (with) stative verbs)		type=node; parent: Aorist Tense; source=subject_index; axis weights: morphology:1.00
si46	subjunctive (Aorist Tense > subjunctive)		type=node; parent: Aorist Tense; source=subject_index; axis weights: morphology:1.00
si47	time (Aorist Tense > time)		type=node; parent: Aorist Tense; source=subject_index; axis weights: morphology:1.00
si48	unaffected (Aorist Tense > unaffected)		type=node; parent: Aorist Tense; source=subject_index; axis weights: morphology:1.00
si5	extent of space/time (Accusative > extent of space/time)		type=node; parent: Accusative; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si50	dependent (Article > dependent)		type=node; parent: Article; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si51	function marker (Article > function marker)		type=node; parent: Article; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si52	independent (Article > independent)		type=node; parent: Article; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si53	modifying (Article > modifying)		type=node; parent: Article; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si54	neuter singular (Article > neuter singular)		type=node; parent: Article; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si55	origin (Article > origin)		type=node; parent: Article; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si56	previous reference see article: anaphoric pronominal (Article > previous reference see article: anaphoric pronominal)		type=node; parent: Article; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si57	(with) quotations (Article > (with) quotations)		type=node; parent: Article; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si58	regular uses (Article > regular uses)		type=node; parent: Article; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si59	simple identification (Article > simple identification)		type=node; parent: Article; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si6	independent (Accusative > independent)		type=node; parent: Accusative; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si61	(with) article (Clauses > (with) article)		type=node; parent: Clauses; source=subject_index; axis weights: clause:1.00
si62	asyndetic (Clauses > asyndetic)		type=node; parent: Clauses; source=subject_index; axis weights: clause:1.00
si63	causal (Clauses > causal)		type=node; parent: Clauses; source=subject_index; axis weights: clause:1.00, syntax:0.70
si64	comparative (Clauses > comparative)		type=node; parent: Clauses; source=subject_index; axis weights: clause:1.00
si65	complementary (Clauses > complementary)		type=node; parent: Clauses; source=subject_index; axis weights: clause:1.00, syntax:0.70
si66	conditional (Clauses > conditional)		type=node; parent: Clauses; source=subject_index; axis weights: clause:1.00
si67	conjunctive (Clauses > conjunctive)		type=node; parent: Clauses; source=subject_index; axis weights: clause:1.00
si68	contrastive (Clauses > contrastive)		type=node; parent: Clauses; source=subject_index; axis weights: clause:1.00, discourse:0.70
si69	correlative (Clauses > correlative)		type=node; parent: Clauses; source=subject_index; axis weights: clause:1.00
si7	inner object see accusative case: cognate introductory (Accusative > inner object see accusative case: cognate introductory)		type=node; parent: Accusative; source=subject_index; axis weights: morphology:1.00, syntax:0.80
si70	declarative (Clauses > declarative)		type=node; parent: Clauses; source=subject_index; axis weights: clause:1.00
si71	direct object (Clauses > direct object)		type=node; parent: Clauses; source=subject_index; axis weights: clause:1.00, syntax:0.70
si72	disjunctive (Clauses > disjunctive)		type=node; parent: Clauses; source=subject_index; axis weights: clause:1.00
si73	embedded (Clauses > embedded)		type=node; parent: Clauses; source=subject_index; axis weights: clause:1.00
si74	equative (Clauses > equative)		type=node; parent: Clauses; source=subject_index; axis weights: clause:1.00
si75	explanatory (Clauses > explanatory)		type=node; parent: Clauses; source=subject_index; axis weights: clause:1.00
si76	indefinite (Clauses > indefinite)		type=node; parent: Clauses; source=subject_index; axis weights: clause:1.00
si77	independent (Clauses > independent)		type=node; parent: Clauses; source=subject_index; axis weights: clause:1.00
si78	inferential (Clauses > inferential)		type=node; parent: Clauses; source=subject_index; axis weights: clause:1.00
si79	infinitival (Clauses > infinitival)		type=node; parent: Clauses; source=subject_index; axis weights: clause:1.00
si8	(in) invocations (Accusative > (in) invocations)		type=node; parent: Accusative; source=subject_index; axis weights: morphology:1.00, syntax:0.80
